ORIGINAL_CODE,PLAIN_CODE,NUM_DIGITS,REAL_CODE,NAME
44112700-5,44112700,6,441127,Beams
44113000-5,44113000,5,44113,Road-construction materials
44113100-6,44113100,6,441131,Paving materials
44113120-2,44113120,7,4411312,Paving slabs
44113130-5,44113130,7,4411313,Paving stones
44113140-8,44113140,7,4411314,Roadstone
44113200-7,44113200,6,441132,Flagstones
44113300-8,44113300,6,441133,Coated materials
44113310-1,44113310,7,4411331,Coated road materials
44113320-4,44113320,7,4411332,Coated roadstone
44113330-7,44113330,7,4411333,Coating materials
44113500-0,44113500,6,441135,Glass beads
44113600-1,44113600,6,441136,Bitumen and asphalt
44113610-4,44113610,7,4411361,Bitumen
44113620-7,44113620,7,4411362,Asphalt
44113700-2,44113700,6,441137,Road-repair materials
44113800-3,44113800,6,441138,Road-surfacing materials
44113810-6,44113810,7,4411381,Surface dressing
44113900-4,44113900,6,441139,Road-maintenance materials
44113910-7,44113910,7,4411391,Winter-maintenance materials
44114000-2,44114000,5,44114,Concrete
44114100-3,44114100,6,441141,Ready-mixed concrete
44114200-4,44114200,6,441142,Concrete products
44114210-7,44114210,7,4411421,Concrete piles
44114220-0,44114220,7,4411422,Concrete pipes and fittings
44114250-9,44114250,7,4411425,Concrete slabs
44115000-9,44115000,5,44115,Building fittings
44115100-0,44115100,6,441151,Ducting
44115200-1,44115200,6,441152,Plumbing and heating materials
44115210-4,44115210,7,4411521,Plumbing materials
44115220-7,44115220,7,4411522,Heating materials
44115310-5,44115310,7,4411531,Roller-type shutters
44115400-3,44115400,6,441154,Skylights
44115500-4,44115500,6,441155,Sprinkler systems
44115600-5,44115600,6,441156,Stairlifts
44115700-6,44115700,6,441157,Exterior blinds
44115710-9,44115710,7,4411571,Canopies
44115800-7,44115800,6,441158,Building internal fittings
44115810-0,44115810,7,4411581,Curtain rails and hangings
44115811-7,44115811,8,44115811,Curtain rails
44115900-8,44115900,6,441159,Sun protection devices
44130000-0,44130000,4,4413,Sewer mains
44131000-7,44131000,5,44131,Sewage chambers
44132000-4,44132000,5,44132,Culvert elements
44133000-1,44133000,5,44133,Ductile-iron end caps
44134000-8,44134000,5,44134,Bends
44140000-3,44140000,4,4414,Products related to construction materials
44141000-0,44141000,5,44141,Conduit
44141100-1,44141100,6,441411,Electric conduit
44142000-7,44142000,5,44142,Frames
44143000-4,44143000,5,44143,Pallets
44144000-1,44144000,5,44144,Posts
44160000-9,44160000,4,4416,"Pipeline, piping, pipes, casing, tubing and related items"
44161000-6,44161000,5,44161,Pipelines
44161100-7,44161100,6,441611,Gas pipelines
44161110-0,44161110,7,4416111,Gas-distribution network
44161200-8,44161200,6,441612,Water mains
44161400-0,44161400,6,441614,Underwater pipeline
44161410-3,44161410,7,4416141,Subsea pipelines
44161500-1,44161500,6,441615,High-pressure pipeline
44161600-2,44161600,6,441616,Low-pressure pipeline
44161700-3,44161700,6,441617,Pipeline pigs
44161710-6,44161710,7,4416171,Pig launchers
44161720-9,44161720,7,4416172,Pig receivers
44161730-2,44161730,7,4416173,Pig traps
44162000-3,44162000,5,44162,Piping
44162100-4,44162100,6,441621,Piping supplies
44162200-5,44162200,6,441622,Distribution piping
44162300-6,44162300,6,441623,Outfall piping
44162400-7,44162400,6,441624,Vitrified clay manholes
44162500-8,44162500,6,441625,Drinking-water piping
44163000-0,44163000,5,44163,Pipes and fittings
44163100-1,44163100,6,441631,Pipes
44163110-4,44163110,7,4416311,Drainage pipes
44163111-1,44163111,8,44163111,Drain pipes
44163112-8,44163112,8,44163112,Drainage system
44163120-7,44163120,7,4416312,Distance-heating pipes
44163121-4,44163121,8,44163121,Heating pipes
44163130-0,44163130,7,4416313,Sewer pipes
44163140-3,44163140,7,4416314,Steam and water pipes
44163150-6,44163150,7,4416315,Low-pressure pipes
44163160-9,44163160,7,4416316,Distribution pipes and accessories
44163200-2,44163200,6,441632,Pipe fittings
44163210-5,44163210,7,4416321,Pipe clamps
44163230-1,44163230,7,4416323,Pipe connectors
44163240-4,44163240,7,4416324,Pipe joints
44163241-1,44163241,8,44163241,Insulated joints
44164000-7,44164000,5,44164,Casing and tubing
44164100-8,44164100,6,441641,Casing
44164200-9,44164200,6,441642,Tubing
44164300-0,44164300,6,441643,Tubular goods
44164310-3,44164310,7,4416431,Tubes and fittings
44165000-4,44165000,5,44165,"Hoses, risers and sleeves"
44165100-5,44165100,6,441651,Hoses
44165110-8,44165110,7,4416511,Drilling hoses
44165200-6,44165200,6,441652,Risers
44165210-9,44165210,7,4416521,Flexible risers
44165300-7,44165300,6,441653,Sleeves
44166000-1,44166000,5,44166,Oil country tubular goods
44167000-8,44167000,5,44167,Various pipe fittings
44167100-9,44167100,6,441671,Couplings
44167110-2,44167110,7,4416711,Flanges
44167111-9,44167111,8,44167111,Flange adaptors
44167200-0,44167200,6,441672,Repair clamps and collars
44167300-1,44167300,6,441673,"Bends, tees and pipe fittings"
44167400-2,44167400,6,441674,Elbows
44170000-2,44170000,4,4417,"Plates, sheets, strip and foil related to construction materials"
44171000-9,44171000,5,44171,Plates (construction)
44172000-6,44172000,5,44172,Sheets (construction)
44173000-3,44173000,5,44173,Strip
44174000-0,44174000,5,44174,Foil
44175000-7,44175000,5,44175,Panels
44176000-4,44176000,5,44176,Film
44190000-8,44190000,4,4419,Miscellaneous construction materials
44191000-5,44191000,5,44191,Miscellaneous construction materials in wood
44191100-6,44191100,6,441911,Plywood
44191200-7,44191200,6,441912,Laminated wood
44191300-8,44191300,6,441913,Particle board
44191400-9,44191400,6,441914,Fibreboard
44191500-0,44191500,6,441915,Densified wood
44191600-1,44191600,6,441916,Parquet panels
44192000-2,44192000,5,44192,Other miscellaneous construction materials
44192100-3,44192100,6,441921,PVC foam
44192200-4,44192200,6,441922,Nails
44200000-2,44200000,3,442,Structural products
44210000-5,44210000,4,4421,Structures and parts of structures
44211000-2,44211000,5,44211,Prefabricated buildings
44211100-3,44211100,6,442111,Modular and portable buildings
44211110-6,44211110,7,4421111,Cabins
44211200-4,44211200,6,442112,Cubicles
44211300-5,44211300,6,442113,Field hospital
44211400-6,44211400,6,442114,Field kitchens
44211500-7,44211500,6,442115,Glasshouses
44212000-9,44212000,5,44212,Structural products and parts except prefabricated buildings
44212100-0,44212100,6,442121,Bridge
44212110-3,44212110,7,4421211,Bridge sections
44212120-6,44212120,7,4421212,Structures of bridges
44212200-1,44212200,6,442122,"Towers, lattice masts, derricks and pylons"
44212210-4,44212210,7,4421221,Derricks
44212211-1,44212211,8,44212211,Drilling derricks
44212212-8,44212212,8,44212212,Static drilling derricks
44212220-7,44212220,7,4421222,"Pylons, poles and pickets"
44212221-4,44212221,8,44212221,Pylons
44212222-1,44212222,8,44212222,Electricity transmission pylons
44212223-8,44212223,8,44212223,Pylon supports
44212224-5,44212224,8,44212224,Poles for carrying overhead lines
44212225-2,44212225,8,44212225,Poles
44212226-9,44212226,8,44212226,Electricity poles
44212227-6,44212227,8,44212227,Pickets
44212230-0,44212230,7,4421223,Towers
44212233-1,44212233,8,44212233,Water towers
44212240-3,44212240,7,4421224,Girders
44212250-6,44212250,7,4421225,Masts
44212260-9,44212260,7,4421226,Radio or television masts
44212261-6,44212261,8,44212261,Radio masts
44212262-3,44212262,8,44212262,Television masts
44212263-0,44212263,8,44212263,Lattice masts
44212300-2,44212300,6,442123,Structures and parts
44212310-5,44212310,7,4421231,Scaffolding
44212311-2,44212311,8,44212311,Arch struts
44212312-9,44212312,8,44212312,Arch stilts
44212313-6,44212313,8,44212313,Supports
44212314-3,44212314,8,44212314,Pipe-hanging brackets
44212315-0,44212315,8,44212315,Equipment for scaffolding
44212316-7,44212316,8,44212316,Arch clips
44212317-4,44212317,8,44212317,Scaffolding structures
44212318-1,44212318,8,44212318,Pipeline supports
44212320-8,44212320,7,4421232,Miscellaneous structures
44212321-5,44212321,8,44212321,Bus shelters
44212322-2,44212322,8,44212322,Telephone booths
44212329-1,44212329,8,44212329,Security screens
44212380-6,44212380,7,4421238,Parts of structures
44212381-3,44212381,8,44212381,Cladding
44212382-0,44212382,8,44212382,Floodgates
44212383-7,44212383,8,44212383,Lock gates
44212390-9,44212390,7,4421239,Sluices
44212391-6,44212391,8,44212391,Sluice gates
44212400-3,44212400,6,442124,Piling
44212410-6,44212410,7,4421241,Sheet piling
44212500-4,44212500,6,442125,Angles and sections
44212510-7,44212510,7,4421251,Angles
44212520-0,44212520,7,4421252,Sections
44220000-8,44220000,4,4422,Builders' joinery
44221000-5,44221000,5,44221,"Windows, doors and related items"
44221100-6,44221100,6,442211,Windows
44221110-9,44221110,7,4422111,Window frames
44221111-6,44221111,8,44221111,Double-glazed units
44221120-2,44221120,7,4422112,French windows
44221200-7,44221200,6,442212,Doors
44221210-0,44221210,7,4422121,Door blanks
44221211-7,44221211,8,44221211,Door frames
44221212-4,44221212,8,44221212,Door screens
44221213-1,44221213,8,44221213,Door thresholds
44221220-3,44221220,7,4422122,Fire doors
44221230-6,44221230,7,4422123,Sliding doors
44221240-9,44221240,7,4422124,Garage doors
44221300-8,44221300,6,442213,Gates
44221310-1,44221310,7,4422131,Access gates
44221400-9,44221400,6,442214,Shutters
44221500-0,44221500,6,442215,Thresholds
44230000-1,44230000,4,4423,Builders' carpentry
44231000-8,44231000,5,44231,Made-up fencing panels
44232000-5,44232000,5,44232,Timber roof trusses
44233000-2,44233000,5,44233,Staircases
44300000-3,44300000,3,443,"Cable, wire and related products"
44310000-6,44310000,4,4431,Wire products
44311000-3,44311000,5,44311,Stranded wire
44312000-0,44312000,5,44312,Fencing wire
44312300-3,44312300,6,443123,Barbed wire
44313000-7,44313000,5,44313,Metal netting
44313100-8,44313100,6,443131,Wire-mesh fencing
44313200-9,44313200,6,443132,Wire cloth
44315000-1,44315000,5,44315,Wire rods
44315100-2,44315100,6,443151,Welding accessories
44315200-3,44315200,6,443152,Welding materials
44315300-4,44315300,6,443153,Soldering or brazing materials
44315310-7,44315310,7,4431531,Soldering materials
44315320-0,44315320,7,4431532,Brazing materials
44316000-8,44316000,5,44316,Ironmongery
44316100-9,44316100,6,443161,Anvils
44316200-0,44316200,6,443162,Portable forge
44316300-1,44316300,6,443163,Grilles
44316400-2,44316400,6,443164,Hardware
44316500-3,44316500,6,443165,Smiths' wares
44316510-6,44316510,7,4431651,Blacksmiths' wares
44317000-5,44317000,5,44317,Iron or steel slings
44318000-2,44318000,5,44318,Conductors
44320000-9,44320000,4,4432,Cable and related products
44321000-6,44321000,5,44321,Cable
44322000-3,44322000,5,44322,Cable accessories
44322100-4,44322100,6,443221,Cable conduits
44322200-5,44322200,6,443222,Cable connectors
44322300-6,44322300,6,443223,Cable ducts
44322400-7,44322400,6,443224,Cable fasteners
44330000-2,44330000,4,4433,"Bars, rods, wire and profiles used in construction"
44331000-9,44331000,5,44331,Bars
44332000-6,44332000,5,44332,Rods (construction)
44333000-3,44333000,5,44333,Wire
44334000-0,44334000,5,44334,Profiles
44400000-4,44400000,3,444,Miscellaneous fabricated products and related items
44410000-7,44410000,4,4441,Articles for the bathroom and kitchen
44411000-4,44411000,5,44411,Sanitary ware
44411100-5,44411100,6,444111,Taps
44411200-6,44411200,6,444112,Baths
44411300-7,44411300,6,444113,Washbasins
44411400-8,44411400,6,444114,Shower basins
44411600-0,44411600,6,444116,Bidets
44411700-1,44411700,6,444117,"Lavatory seats, covers, bowls and cisterns"
44411710-4,44411710,7,4441171,Lavatory seats
44411720-7,44411720,7,4441172,Lavatory covers
44411740-3,44411740,7,4441174,Lavatory bowls
44411750-6,44411750,7,4441175,Lavatory cisterns
44411800-2,44411800,6,444118,Urinals
44420000-0,44420000,4,4442,Goods used in construction
44421000-7,44421000,5,44421,"Armoured or reinforced safes, strongboxes and doors"
44421300-0,44421300,6,444213,Safes
44421500-2,44421500,6,444215,Armoured or reinforced doors
44421600-3,44421600,6,444216,Safe-deposit lockers
44421700-4,44421700,6,444217,Boxes and lockers
44421710-7,44421710,7,4442171,Left-luggage lockers
44421720-0,44421720,7,4442172,Lockers
44421721-7,44421721,8,44421721,Safe-deposit boxes
44421722-4,44421722,8,44421722,Safety cases
44421780-8,44421780,7,4442178,Deed boxes
44421790-1,44421790,7,4442179,Cash boxes
44422000-4,44422000,5,44422,Letterboxes
44423000-1,44423000,5,44423,Miscellaneous articles
44423100-2,44423100,6,444231,Bells
44423200-3,44423200,6,444232,Ladders
44423220-9,44423220,7,4442322,Folding steps
44423230-2,44423230,7,4442323,Step stools
44423300-4,44423300,6,444233,Goods-handling equipment
44423330-3,44423330,7,4442333,Platforms for handling goods
44423340-6,44423340,7,4442334,Wire-rope accessories for handling goods
44423400-5,44423400,6,444234,Signs and related items
44423450-0,44423450,7,4442345,Nameplates
44423460-3,44423460,7,4442346,Address plates
44423700-8,44423700,6,444237,Manhole elements
44423710-1,44423710,7,4442371,Surface boxes
44423720-4,44423720,7,4442372,Boundary boxes
44423730-7,44423730,7,4442373,Manhole frames
44423740-0,44423740,7,4442374,Manhole covers
44423750-3,44423750,7,4442375,Drain covers
44423760-6,44423760,7,4442376,Access covers
44423790-5,44423790,7,4442379,Manhole step irons
44423800-9,44423800,6,444238,Metal stamps
44423810-2,44423810,7,4442381,Rubber stamps
44423850-4,44423850,7,4442385,Shapes
44423900-0,44423900,6,444239,Sacrificial anodes
44424000-8,44424000,5,44424,Meter-housing boxes and tape
44424100-9,44424100,6,444241,Meter-housing boxes
44424200-0,44424200,6,444242,Adhesive tape
44424300-1,44424300,6,444243,Reflective tape
44425000-5,44425000,5,44425,"Rings, seals, bands, sticks and grout packers"
44425100-6,44425100,6,444251,Elastic rings
44425110-9,44425110,7,4442511,Self-adhesive reinforcement rings
44425200-7,44425200,6,444252,Rubber seals
44425300-8,44425300,6,444253,Rubber bands
44425400-9,44425400,6,444254,Grout packers
44425500-0,44425500,6,444255,Plastic sticks
44430000-3,44430000,4,4443,Armour plating
44431000-0,44431000,5,44431,Cover plates
44440000-6,44440000,4,4444,Bearings
44441000-3,44441000,5,44441,Microbeads
44442000-0,44442000,5,44442,Roller bearings
44450000-9,44450000,4,4445,Mild steel
44451000-6,44451000,5,44451,Coin blanks
44452000-3,44452000,5,44452,Coin boxes
44460000-2,44460000,4,4446,Props and mining struts
44461000-9,44461000,5,44461,Props
44461100-0,44461100,6,444611,Mine props
44462000-6,44462000,5,44462,Mining struts
44464000-0,44464000,5,44464,Caterpillar tracks
44470000-5,44470000,4,4447,Cast-iron products
44480000-8,44480000,4,4448,Miscellaneous fire-protection equipment
44481000-5,44481000,5,44481,Platforms ladders
44481100-6,44481100,6,444811,Fire ladders
44482000-2,44482000,5,44482,Fire-protection devices
44482100-3,44482100,6,444821,Fire hoses
44482200-4,44482200,6,444822,Fire hydrants
44500000-5,44500000,3,445,"Tools, locks, keys, hinges, fasteners, chain and springs"
44510000-8,44510000,4,4451,Tools
44511000-5,44511000,5,44511,Hand tools
44511100-6,44511100,6,445111,Spades and shovels
44511110-9,44511110,7,4451111,Spades
44511120-2,44511120,7,4451112,Shovels
44511200-7,44511200,6,445112,Gardening forks
44511300-8,44511300,6,445113,"Mattocks, picks, hoes, rakes and beach rakes"
44511310-1,44511310,7,4451131,Mattocks
44511320-4,44511320,7,4451132,Picks
44511330-7,44511330,7,4451133,Hoes
44511340-0,44511340,7,4451134,Rakes
44511341-7,44511341,8,44511341,Beach rakes
44511400-9,44511400,6,445114,Axes
44511500-0,44511500,6,445115,Hand saws
44511510-3,44511510,7,4451151,Handsaw blades
44512000-2,44512000,5,44512,Miscellaneous hand tools
44512100-3,44512100,6,445121,Chisels
44512200-4,44512200,6,445122,Pliers
44512210-7,44512210,7,4451221,Crimping pliers
44512300-5,44512300,6,445123,Hammers
44512400-6,44512400,6,445124,Wire grips
44512500-7,44512500,6,445125,Spanners
44512600-8,44512600,6,445126,Roadworking tools
44512610-1,44512610,7,4451261,Spikes for piercing road surfaces
44512700-9,44512700,6,445127,Files or rasps
44512800-0,44512800,6,445128,Screwdrivers
44512900-1,44512900,6,445129,"Drill bits, screwdriver bits and other accessories"
44512910-4,44512910,7,4451291,Drill bits
44512920-7,44512920,7,4451292,Screwdriver bits
44512930-0,44512930,7,4451293,Tool carriers
44512940-3,44512940,7,4451294,Tool kits
44513000-9,44513000,5,44513,Treadle-operated tools
44514000-6,44514000,5,44514,Tool handles and tool parts
44514100-7,44514100,6,445141,Tool handles
44514200-8,44514200,6,445142,Tool parts
44520000-1,44520000,4,4452,"Locks, keys and hinges"
44521000-8,44521000,5,44521,Miscellaneous padlocks and locks
44521100-9,44521100,6,445211,Locks
44521110-2,44521110,7,4452111,Door locks
44521120-5,44521120,7,4452112,Electronic security lock
44521130-8,44521130,7,4452113,Enhanced security lock
44521140-1,44521140,7,4452114,Furniture locks
44521200-0,44521200,6,445212,Padlocks and chains
44521210-3,44521210,7,4452121,Padlocks
44522000-5,44522000,5,44522,"Clasps, lock parts and keys"
44522100-6,44522100,6,445221,Clasps
44522200-7,44522200,6,445222,Keys
44522300-8,44522300,6,445223,Parts of padlocks
44522400-9,44522400,6,445224,Parts of locks
44523000-2,44523000,5,44523,"Hinges, mountings and fittings"
44523100-3,44523100,6,445231,Hinges
44523200-4,44523200,6,445232,Mountings
44523300-5,44523300,6,445233,Fittings
44530000-4,44530000,4,4453,Fasteners
44531000-1,44531000,5,44531,Threaded fasteners
44531100-2,44531100,6,445311,Wood screws
44531200-3,44531200,6,445312,Screw hooks or screw rings
44531300-4,44531300,6,445313,Self-tapping screws
44531400-5,44531400,6,445314,Bolts
44531500-6,44531500,6,445315,Flange jointing sets
44531510-9,44531510,7,4453151,Bolts and screws
44531520-2,44531520,7,4453152,Coach bolts and screws
44531600-7,44531600,6,445316,Nuts
44531700-8,44531700,6,445317,Iron or steel threaded articles
44532000-8,44532000,5,44532,Non-threaded fasteners
44532100-9,44532100,6,445321,Rivets
44532200-0,44532200,6,445322,Washers
44532300-1,44532300,6,445323,Cotter pins
44532400-2,44532400,6,445324,Steel fishplates
44533000-5,44533000,5,44533,Copper fasteners
44540000-7,44540000,4,4454,Chain
44541000-4,44541000,5,44541,Articulated chain
44542000-1,44542000,5,44542,Parts of chain
44550000-0,44550000,4,4455,Springs
44600000-6,44600000,3,446,"Tanks, reservoirs and containers; central-heating radiators and boilers"
44610000-9,44610000,4,4461,"Tanks, reservoirs, containers and pressure vessels"
44611000-6,44611000,5,44611,Tanks
44611100-7,44611100,6,446111,Air cylinders
44611110-0,44611110,7,4461111,Compressed-air cylinders
44611200-8,44611200,6,446112,Breathing apparatus
44611400-0,44611400,6,446114,Storage tanks
44611410-3,44611410,7,4461141,Oil-storage tanks
44611420-6,44611420,7,4461142,Sludge-storage tanks
44611500-1,44611500,6,446115,Water tanks
44611600-2,44611600,6,446116,Reservoirs
44612000-3,44612000,5,44612,Liquefied-gas containers
44612100-4,44612100,6,446121,Gas cylinders
44612200-5,44612200,6,446122,Gas tanks
44613000-0,44613000,5,44613,Large containers
44613110-4,44613110,7,4461311,Silos
44613200-2,44613200,6,446132,Refrigerated containers
44613210-5,44613210,7,4461321,Water chambers
44613300-3,44613300,6,446133,Standard freight containers
44613400-4,44613400,6,446134,Storage containers
44613500-5,44613500,6,446135,Water containers
44613600-6,44613600,6,446136,Wheeled containers
44613700-7,44613700,6,446137,Refuse skips
44613800-8,44613800,6,446138,Containers for waste material
44614000-7,44614000,5,44614,Casks
44614100-8,44614100,6,446141,Storage bins
44614300-0,44614300,6,446143,Container storage system
44614310-3,44614310,7,4461431,Stacking machinery
44615000-4,44615000,5,44615,Pressure vessels
44615100-5,44615100,6,446151,Steel pressure vessels
44616000-1,44616000,5,44616,Drums
44616200-3,44616200,6,446162,Waste drums
44617000-8,44617000,5,44617,Boxes
44617100-9,44617100,6,446171,Cartons
44617200-0,44617200,6,446172,Meter housings
44617300-1,44617300,6,446173,Prefabricated boxes
44618000-5,44618000,5,44618,"Light containers, corks, tops for containers, vats and lids"
44618100-6,44618100,6,446181,Light containers
44618300-8,44618300,6,446183,"Corks, stoppers, tops for containers and lids"
44618310-1,44618310,7,4461831,Corks
44618320-4,44618320,7,4461832,Stoppers
44618330-7,44618330,7,4461833,Tops for containers
44618340-0,44618340,7,4461834,Lids
44618350-3,44618350,7,4461835,Plastic caps
44618400-9,44618400,6,446184,Cans
44618420-5,44618420,7,4461842,Food cans
44618500-0,44618500,6,446185,Vats
44619000-2,44619000,5,44619,Other containers
44619100-3,44619100,6,446191,Cases
44619200-4,44619200,6,446192,Cable drums
44619300-5,44619300,6,446193,Crates
44619400-6,44619400,6,446194,Barrels
44619500-7,44619500,6,446195,Pallet boxes
44620000-2,44620000,4,4462,Central-heating radiators and boilers and parts
44621000-9,44621000,5,44621,Radiators and boilers
44621100-0,44621100,6,446211,Radiators
44621110-3,44621110,7,4462111,Central-heating radiators
44621111-0,44621111,8,44621111,Non-electrically-heated central-heating radiators
44621112-7,44621112,8,44621112,Parts of central-heating radiators
44621200-1,44621200,6,446212,Boilers
44621210-4,44621210,7,4462121,Water boilers
44621220-7,44621220,7,4462122,Central-heating boilers
44621221-4,44621221,8,44621221,Parts of central-heating boilers
44622000-6,44622000,5,44622,Heat-recovery systems
44622100-7,44622100,6,446221,Heat-recovery equipment
44800000-8,44800000,3,448,"Paints, varnishes and mastics"
44810000-1,44810000,4,4481,Paints
44811000-8,44811000,5,44811,Road paint
44812000-5,44812000,5,44812,Artists' paints
44812100-6,44812100,6,448121,Enamels and glazes
44812200-7,44812200,6,448122,Oil and water paints
44812210-0,44812210,7,4481221,Oil paints
44812220-3,44812220,7,4481222,Water paints
44812300-8,44812300,6,448123,Students' paints
44812310-1,44812310,7,4481231,Colours in sets
44812320-4,44812320,7,4481232,Signboard painters' colours
44812400-9,44812400,6,448124,Decorating supplies
44820000-4,44820000,4,4482,Varnishes
44830000-7,44830000,4,4483,"Mastics, fillers, putty and solvents"
44831000-4,44831000,5,44831,"Mastics, fillers, putty"
44831100-5,44831100,6,448311,Mastics
44831200-6,44831200,6,448312,Fillers
44831300-7,44831300,6,448313,Putty
44831400-8,44831400,6,448314,Grout
44832000-1,44832000,5,44832,Solvents
44832100-2,44832100,6,448321,Paint stripper
44832200-3,44832200,6,448322,Thinners
44900000-9,44900000,3,449,"Stone for construction, limestone, gypsum and slate"
44910000-2,44910000,4,4491,Stone for construction
44911000-9,44911000,5,44911,Marble and calcarous building stone
44911100-0,44911100,6,449111,Marble
44911200-1,44911200,6,449112,Travertine
44912000-6,44912000,5,44912,Miscellaneous building stone
44912100-7,44912100,6,449121,Granite
44912200-8,44912200,6,449122,Sandstone
44912300-9,44912300,6,449123,Basalt
44912400-0,44912400,6,449124,Kerbstones
44920000-5,44920000,4,4492,"Limestone, gypsum and chalk"
44921000-2,44921000,5,44921,Limestone and gypsum
44921100-3,44921100,6,449211,Gypsum
44921200-4,44921200,6,449212,Lime
44921210-7,44921210,7,4492121,Powdered lime
44921300-5,44921300,6,449213,Limestone
44922000-9,44922000,5,44922,Chalk and dolomite
44922100-0,44922100,6,449221,Chalk
44922200-1,44922200,6,449222,Dolomite
44930000-8,44930000,4,4493,Slate
45000000-7,45000000,2,45,Construction work
45100000-8,45100000,3,451,Site preparation work
45110000-1,45110000,4,4511,Building demolition and wrecking work and earthmoving work
45111000-8,45111000,5,45111,"Demolition, site preparation and clearance work"
45111100-9,45111100,6,451111,Demolition work
45111200-0,45111200,6,451112,Site preparation and clearance work
45111210-3,45111210,7,4511121,Blasting and associated rock-removal work
45111211-0,45111211,8,45111211,Blasting work
45111212-7,45111212,8,45111212,Rock-removal work
45111213-4,45111213,8,45111213,Site-clearance work
45111214-1,45111214,8,45111214,Blast-clearing work
45111220-6,45111220,7,4511122,Scrub-removal work
45111230-9,45111230,7,4511123,Ground-stabilisation work
45111240-2,45111240,7,4511124,Ground-drainage work
45111250-5,45111250,7,4511125,Ground investigation work
45111260-8,45111260,7,4511126,Site-preparation work for mining
45111290-7,45111290,7,4511129,Primary works for services
45111291-4,45111291,8,45111291,Site-development work
45111300-1,45111300,6,451113,Dismantling works
45111310-4,45111310,7,4511131,Dismantling works for military installations
45111320-7,45111320,7,4511132,Dismantling works for security installations
45112000-5,45112000,5,45112,Excavating and earthmoving work
45112100-6,45112100,6,451121,Trench-digging work
45112200-7,45112200,6,451122,Soil-stripping work
45112210-0,45112210,7,4511221,Topsoil-stripping work
45112300-8,45112300,6,451123,Infill and land-reclamation work
45112310-1,45112310,7,4511231,Infill work
45112320-4,45112320,7,4511232,Land-reclamation work
45112330-7,45112330,7,4511233,Site-reclamation work
45112340-0,45112340,7,4511234,Soil-decontamination work
45112350-3,45112350,7,4511235,Reclamation of waste land
45112360-6,45112360,7,4511236,Land rehabilitation work
45112400-9,45112400,6,451124,Excavating work
45112410-2,45112410,7,4511241,Grave-digging work
45112420-5,45112420,7,4511242,Basement excavation work
45112440-1,45112440,7,4511244,Terracing of hillsides
45112441-8,45112441,8,45112441,Terracing work
45112450-4,45112450,7,4511245,Excavation work at archaeological sites
45112500-0,45112500,6,451125,Earthmoving work
45112600-1,45112600,6,451126,Cut and fill
45112700-2,45112700,6,451127,Landscaping work
45112710-5,45112710,7,4511271,Landscaping work for green areas
45112711-2,45112711,8,45112711,Landscaping work for parks
45112712-9,45112712,8,45112712,Landscaping work for gardens
45112713-6,45112713,8,45112713,Landscaping work for roof gardens
45112714-3,45112714,8,45112714,Landscaping work for cemeteries
45112720-8,45112720,7,4511272,Landscaping work for sports grounds and recreational areas
45112721-5,45112721,8,45112721,Landscaping work for golf courses
45112722-2,45112722,8,45112722,Landscaping work for riding areas
45112723-9,45112723,8,45112723,Landscaping work for playgrounds
45112730-1,45112730,7,4511273,Landscaping work for roads and motorways
45112740-4,45112740,7,4511274,Landscaping work for airports
45113000-2,45113000,5,45113,Siteworks
45120000-4,45120000,4,4512,Test drilling and boring work
45121000-1,45121000,5,45121,Test drilling work
45122000-8,45122000,5,45122,Test boring work
45200000-9,45200000,3,452,Works for complete or part construction and civil engineering work
45210000-2,45210000,4,4521,Building construction work
45211000-9,45211000,5,45211,Construction work for multi-dwelling buildings and individual houses
45211100-0,45211100,6,452111,Construction work for houses
45211200-1,45211200,6,452112,Sheltered housing construction work
45211300-2,45211300,6,452113,Houses construction work
45211310-5,45211310,7,4521131,Bathrooms construction work
45211320-8,45211320,7,4521132,Porches construction work
45211340-4,45211340,7,4521134,Multi-dwelling buildings construction work
45211341-1,45211341,8,45211341,Flats construction work
45211350-7,45211350,7,4521135,Multi-functional buildings construction work
45211360-0,45211360,7,4521136,Urban development construction work
45211370-3,45211370,7,4521137,Construction works for saunas
45212000-6,45212000,5,45212,"Construction work for buildings relating to leisure, sports, culture, lodging and restaurants"
45212100-7,45212100,6,452121,Construction work of leisure facilities
45212110-0,45212110,7,4521211,Leisure centre construction work
45212120-3,45212120,7,4521212,Theme park construction work
45212130-6,45212130,7,4521213,Amusement park construction work
45212140-9,45212140,7,4521214,Recreation installation
45212150-2,45212150,7,4521215,Cinema construction work
45212160-5,45212160,7,4521216,Casino construction work
45212170-8,45212170,7,4521217,Entertainment building construction work
45212171-5,45212171,8,45212171,Entertainment centre construction work
45212172-2,45212172,8,45212172,Recreation centre construction work
45212180-1,45212180,7,4521218,Ticket offices construction work
45212190-4,45212190,7,4521219,Sun-protection works
45212200-8,45212200,6,452122,Construction work for sports facilities
45212210-1,45212210,7,4521221,Single-purpose sports facilities construction work
45212211-8,45212211,8,45212211,Ice rink construction work
45212212-5,45212212,8,45212212,Construction work for swimming pool
45212213-2,45212213,8,45212213,Sport markings works
45212220-4,45212220,7,4521222,Multi-purpose sports facilities construction work
45212221-1,45212221,8,45212221,Construction work in connection with structures for sports ground
45212222-8,45212222,8,45212222,Gymnasium construction work
45212223-5,45212223,8,45212223,Winter-sports facilities construction work
