ORIGINAL_CODE,PLAIN_CODE,NUM_DIGITS,REAL_CODE,NAME
33113100-6,33113100,6,331131,Magnetic resonance scanners
33113110-9,33113110,7,3311311,Nuclear magnetic resonance scanners
33114000-2,33114000,5,33114,Spectroscopy devices
33115000-9,33115000,5,33115,Tomography devices
33115100-0,33115100,6,331151,CT scanners
33115200-1,33115200,6,331152,CAT scanners
33120000-7,33120000,4,3312,Recording systems and exploration devices
33121000-4,33121000,5,33121,Long term ambulatory recording system
33121100-5,33121100,6,331211,Electro-encephalographs
33121200-6,33121200,6,331212,Scintigraphy devices
33121300-7,33121300,6,331213,Electromyographs
33121400-8,33121400,6,331214,Audiometers
33121500-9,33121500,6,331215,Electrocardiogram
33122000-1,33122000,5,33122,Ophthalmology equipment
33123000-8,33123000,5,33123,Cardiovascular devices
33123100-9,33123100,6,331231,Tensiometer
33123200-0,33123200,6,331232,Electrocardiography devices
33123210-3,33123210,7,3312321,Cardiac-monitoring devices
33123220-6,33123220,7,3312322,Cardio-angiography devices
33123230-9,33123230,7,3312323,Cardiographs
33124000-5,33124000,5,33124,Diagnostics and radiodiagnostic devices and supplies
33124100-6,33124100,6,331241,Diagnostic devices
33124110-9,33124110,7,3312411,Diagnostic systems
33124120-2,33124120,7,3312412,Diagnostic ultrasound devices
33124130-5,33124130,7,3312413,Diagnostic supplies
33124131-2,33124131,8,33124131,Reagent strips
33124200-7,33124200,6,331242,Radiodiagnostic devices
33124210-0,33124210,7,3312421,Radiodiagnostic supplies
33125000-2,33125000,5,33125,"Urology, exploration devices"
33126000-9,33126000,5,33126,Stomatology devices
33127000-6,33127000,5,33127,Immuno-analysis devices
33128000-3,33128000,5,33128,Medical laser other than for surgery
33130000-0,33130000,4,3313,Dental and subspecialty instruments and devices
33131000-7,33131000,5,33131,Dental hand instrument
33131100-8,33131100,6,331311,Dental surgical instrument
33131110-1,33131110,7,3313111,"Dental nippers, brushes, retractors and burnishers"
33131111-8,33131111,8,33131111,Dental nippers
33131112-5,33131112,8,33131112,Dental operative brushes
33131113-2,33131113,8,33131113,Dental retractors
33131114-9,33131114,8,33131114,Dental burnishers
33131120-4,33131120,7,3313112,"Dental cryosurgical, gauges, elevators and excavators"
33131121-1,33131121,8,33131121,Dental cryosurgical units
33131122-8,33131122,8,33131122,Dental depth gauges
33131123-5,33131123,8,33131123,Dental elevators
33131124-2,33131124,8,33131124,Dental excavators
33131130-7,33131130,7,3313113,Dental fingers protectors and forceps
33131131-4,33131131,8,33131131,Dental fingers protectors
33131132-1,33131132,8,33131132,Dental forceps
33131140-0,33131140,7,3313114,Dental mirrors and reamers
33131141-7,33131141,8,33131141,Dental mirrors
33131142-4,33131142,8,33131142,Dental reamers
33131150-3,33131150,7,3313115,"Dental root tip picks, scalers and scale"
33131151-0,33131151,8,33131151,Dental root tip picks
33131152-7,33131152,8,33131152,Dental scalers
33131153-4,33131153,8,33131153,Dental scale
33131160-6,33131160,7,3313116,Dental scissors and knives
33131161-3,33131161,8,33131161,Dental scissors
33131162-0,33131162,8,33131162,Dental knives
33131170-9,33131170,7,3313117,"Dental spatulas, tweezers and wax carvers"
33131171-6,33131171,8,33131171,Dental spatulas
33131172-3,33131172,8,33131172,Dental tweezers
33131173-0,33131173,8,33131173,Dental wax carvers
33131200-9,33131200,6,331312,Dental suture needle
33131300-0,33131300,6,331313,Dental disposable instrument
33131400-1,33131400,6,331314,Dental probe
33131500-2,33131500,6,331315,Dental extraction instrument
33131510-5,33131510,7,3313151,Dental drills
33131600-3,33131600,6,331316,Dental filling instrument
33132000-4,33132000,5,33132,Dental implant
33133000-1,33133000,5,33133,Dental impression accessories
33134000-8,33134000,5,33134,Endodontics accessories
33135000-5,33135000,5,33135,Orthodontic devices
33136000-2,33136000,5,33136,Rotary and abrasive instrument
33137000-9,33137000,5,33137,Dental prophylaxis accessories
33138000-6,33138000,5,33138,Prosthodontic and relining products
33138100-7,33138100,6,331381,Dentures
33140000-3,33140000,4,3314,Medical consumables
33141000-0,33141000,5,33141,Disposable non-chemical medical consumables and haematological consumables
33141100-1,33141100,6,331411,"Dressings; clip, suture, ligature supplies"
33141110-4,33141110,7,3314111,Dressings
33141111-1,33141111,8,33141111,Adhesive dressings
33141112-8,33141112,8,33141112,Plasters
33141113-4,33141113,8,33141113,Bandages
33141114-2,33141114,8,33141114,Medical gauze
33141115-9,33141115,8,33141115,Medical wadding
33141116-6,33141116,8,33141116,Dressing packs
33141117-3,33141117,8,33141117,Cotton wool
33141118-0,33141118,8,33141118,Wipes
33141119-7,33141119,8,33141119,Compresses
33141120-7,33141120,7,3314112,"Clip, suture, ligature supplies"
33141121-4,33141121,8,33141121,Surgical sutures
33141122-1,33141122,8,33141122,Surgical staples
33141123-8,33141123,8,33141123,Sharps containers
33141124-5,33141124,8,33141124,Sharps pads
33141125-2,33141125,8,33141125,Material for surgical sutures
33141126-9,33141126,8,33141126,Ligatures
33141127-6,33141127,8,33141127,Absorbable haemostatics
33141128-3,33141128,8,33141128,Needles for sutures
33141200-2,33141200,6,331412,Catheters
33141210-5,33141210,7,3314121,Balloon catheters
33141220-8,33141220,7,3314122,Cannulae
33141230-1,33141230,7,3314123,Dilator
33141240-4,33141240,7,3314124,Catheter accessories
33141300-3,33141300,6,331413,"Venepuncture, blood sampling devices"
33141310-6,33141310,7,3314131,Syringes
33141320-9,33141320,7,3314132,Medical needles
33141321-6,33141321,8,33141321,Anesthesia needles
33141322-3,33141322,8,33141322,Arterial needles
33141323-0,33141323,8,33141323,Biopsy needles
33141324-7,33141324,8,33141324,Dialysis needles
33141325-4,33141325,8,33141325,Fistula needles
33141326-1,33141326,8,33141326,Radiology procedural needles
33141327-8,33141327,8,33141327,Vented needles
33141328-5,33141328,8,33141328,Epidural needles
33141329-2,33141329,8,33141329,Amniocentesia needles
33141400-4,33141400,6,331414,Wire-cutter and bistoury; surgical gloves
33141410-7,33141410,7,3314141,Wire-cutter and bistoury
33141411-4,33141411,8,33141411,Scalpels and blades
33141420-0,33141420,7,3314142,Surgical gloves
33141500-5,33141500,6,331415,Haematological consumables
33141510-8,33141510,7,3314151,Blood products
33141520-1,33141520,7,3314152,Plasma extracts
33141530-4,33141530,7,3314153,Blood coagulants
33141540-7,33141540,7,3314154,Albumin
33141550-0,33141550,7,3314155,Heparin
33141560-3,33141560,7,3314156,Human organs
33141570-6,33141570,7,3314157,Human blood
33141580-9,33141580,7,3314158,Animal blood
33141600-6,33141600,6,331416,"Collector and collection bags, drainage and kits"
33141610-9,33141610,7,3314161,Collection bag
33141613-0,33141613,8,33141613,Blood bags
33141614-7,33141614,8,33141614,Plasma bags
33141615-4,33141615,8,33141615,Bags for urine
33141620-2,33141620,7,3314162,Medical kits
33141621-9,33141621,8,33141621,Incontinence kit
33141622-6,33141622,8,33141622,AIDS-prevention kits
33141623-3,33141623,8,33141623,First-aid boxes
33141624-0,33141624,8,33141624,Administration sets
33141625-7,33141625,8,33141625,Diagnostic kits
33141626-4,33141626,8,33141626,Dosage kits
33141630-5,33141630,7,3314163,Blood plasma filters
33141640-8,33141640,7,3314164,Drain
33141641-5,33141641,8,33141641,Probes
33141642-2,33141642,8,33141642,Drain accessories
33141700-7,33141700,6,331417,Orthopaedic supplies
33141710-0,33141710,7,3314171,Crutches
33141720-3,33141720,7,3314172,Walking aids
33141730-6,33141730,7,3314173,Surgical collars
33141740-9,33141740,7,3314174,Orthopaedic footwear
33141750-2,33141750,7,3314175,Artificial joints
33141760-5,33141760,7,3314176,Splints
33141770-8,33141770,7,3314177,"Fracture appliances, pins and plates"
33141800-8,33141800,6,331418,Dental consumables
33141810-1,33141810,7,3314181,Dental filling materials
33141820-4,33141820,7,3314182,Teeth
33141821-1,33141821,8,33141821,Porcelain teeth
33141822-8,33141822,8,33141822,Acrylic teeth
33141830-7,33141830,7,3314183,Cement base
33141840-0,33141840,7,3314184,Dental haemostatic
33141850-3,33141850,7,3314185,Dental hygiene products
33141900-9,33141900,6,331419,Blood lancets
33150000-6,33150000,4,3315,"Radiotherapy, mechanotherapy, electrotherapy and physical therapy devices"
33151000-3,33151000,5,33151,Radiotherapy devices and supplies
33151100-4,33151100,6,331511,Gamma therapy devices
33151200-5,33151200,6,331512,X-ray therapy devices
33151300-6,33151300,6,331513,Spectrographs
33151400-7,33151400,6,331514,Radiotherapy supplies
33152000-0,33152000,5,33152,Incubators
33153000-7,33153000,5,33153,Lithotripter
33154000-4,33154000,5,33154,Mechanotherapy devices
33155000-1,33155000,5,33155,Physical therapy devices
33156000-8,33156000,5,33156,Psychology testing devices
33157000-5,33157000,5,33157,Gas-therapy and respiratory devices
33157100-6,33157100,6,331571,Medical gas masks
33157110-9,33157110,7,3315711,Oxygen mask
33157200-7,33157200,6,331572,Oxygen kits
33157300-8,33157300,6,331573,Oxygen tents
33157400-9,33157400,6,331574,Medical breathing devices
33157500-0,33157500,6,331575,Hyperbaric chambers
33157700-2,33157700,6,331577,Blow bottle
33157800-3,33157800,6,331578,Oxygen administration unit
33157810-6,33157810,7,3315781,Oxygen therapy unit
33158000-2,33158000,5,33158,"Electrical, electromagnetic and mechanical treatment"
33158100-3,33158100,6,331581,Electromagnetic unit
33158200-4,33158200,6,331582,Electrotherapy devices
33158210-7,33158210,7,3315821,Stimulator
33158300-5,33158300,6,331583,Ultraviolet medical devices
33158400-6,33158400,6,331584,Mechanical therapy unit
33158500-7,33158500,6,331585,Infrared medical devices
33159000-9,33159000,5,33159,Clinical chemistry system
33160000-9,33160000,4,3316,Operating techniques
33161000-6,33161000,5,33161,Electrosurgical unit
33162000-3,33162000,5,33162,Operating theatre devices and instruments
33162100-4,33162100,6,331621,Operating-theatre devices
33162200-5,33162200,6,331622,Operating-theatre instruments
33163000-0,33163000,5,33163,Tent for medical use
33164000-7,33164000,5,33164,Coelioscopy devices
33164100-8,33164100,6,331641,Colposcope
33165000-4,33165000,5,33165,Cryosurgical and cryotherapy devices
33166000-1,33166000,5,33166,Dermatological devices
33167000-8,33167000,5,33167,Surgical lights
33168000-5,33168000,5,33168,"Endoscopy, endosurgery devices"
33168100-6,33168100,6,331681,Endoscopes
33169000-2,33169000,5,33169,Surgical instruments
33169100-3,33169100,6,331691,Surgical laser
33169200-4,33169200,6,331692,Surgical baskets
33169300-5,33169300,6,331693,Surgical trays
33169400-6,33169400,6,331694,Surgical containers
33169500-7,33169500,6,331695,Surgical tracking and tracing systems
33170000-2,33170000,4,3317,Anaesthesia and resuscitation
33171000-9,33171000,5,33171,Instruments for anaesthesia and resuscitation
33171100-0,33171100,6,331711,Instruments for anaesthesia
33171110-3,33171110,7,3317111,Anaesthesia mask
33171200-1,33171200,6,331712,Instruments for resuscitation
33171210-4,33171210,7,3317121,Resuscitation mask
33171300-2,33171300,6,331713,Epidural kits or packs
33172000-6,33172000,5,33172,Anaesthesia and resuscitation devices
33172100-7,33172100,6,331721,Anaesthesia devices
33172200-8,33172200,6,331722,Resuscitation devices
33180000-5,33180000,4,3318,Functional support
33181000-2,33181000,5,33181,Renal support devices
33181100-3,33181100,6,331811,Haemodialysis devices
33181200-4,33181200,6,331812,Dialysis filters
33181300-5,33181300,6,331813,Haemodialysis individual monitor
33181400-6,33181400,6,331814,Haemodialysis multiposition
33181500-7,33181500,6,331815,Renal consumables
33181510-0,33181510,7,3318151,Renal fluid
33181520-3,33181520,7,3318152,Renal dialysis consumables
33182000-9,33182000,5,33182,Cardiac support devices
33182100-0,33182100,6,331821,Defibrillator
33182200-1,33182200,6,331822,Cardiac stimulation devices
33182210-4,33182210,7,3318221,Pacemaker
33182220-7,33182220,7,3318222,Cardiac valve
33182230-0,33182230,7,3318223,Ventricle
33182240-3,33182240,7,3318224,Parts and accessories for pacemakers
33182241-0,33182241,8,33182241,Batteries for pacemakers
33182300-2,33182300,6,331823,Cardiac surgery devices
33182400-3,33182400,6,331824,Cardiac X-ray system
33183000-6,33183000,5,33183,Orthopaedic support devices
33183100-7,33183100,6,331831,Orthopaedic implants
33183200-8,33183200,6,331832,Orthopaedic prostheses
33183300-9,33183300,6,331833,Osteosynthesis devices
33184000-3,33184000,5,33184,Artificial parts of the body
33184100-4,33184100,6,331841,Surgical implants
33184200-5,33184200,6,331842,Vascular prostheses
33184300-6,33184300,6,331843,Artificial parts of the heart
33184400-7,33184400,6,331844,Breast prostheses
33184410-0,33184410,7,3318441,Internal breast prostheses
33184420-3,33184420,7,3318442,External breast prostheses
33184500-8,33184500,6,331845,Coronary endoprostheses
33184600-9,33184600,6,331846,False eyes
33185000-0,33185000,5,33185,Hearing aids
33185100-1,33185100,6,331851,Parts and accessories for hearing aids
33185200-2,33185200,6,331852,Cochlear implant
33185300-3,33185300,6,331853,Otolaryngology implant
33185400-4,33185400,6,331854,Larynx artificial
33186000-7,33186000,5,33186,Extracorporeal circulatory unit
33186100-8,33186100,6,331861,Oxygenator
33186200-9,33186200,6,331862,Blood and fluid warming
33190000-8,33190000,4,3319,Miscellaneous medical devices and products
33191000-5,33191000,5,33191,"Sterilisation, disinfection and hygiene devices"
33191100-6,33191100,6,331911,Steriliser
33191110-9,33191110,7,3319111,Autoclaves
33192000-2,33192000,5,33192,Medical furniture
33192100-3,33192100,6,331921,Beds for medical use
33192110-6,33192110,7,3319211,Orthopaedic beds
33192120-9,33192120,7,3319212,Hospital beds
33192130-2,33192130,7,3319213,Motorised beds
33192140-5,33192140,7,3319214,Psychiatric couches
33192150-8,33192150,7,3319215,Therapy beds
33192160-1,33192160,7,3319216,Stretchers
33192200-4,33192200,6,331922,Medical tables
33192210-7,33192210,7,3319221,Examination tables
33192230-3,33192230,7,3319223,Operating tables
33192300-5,33192300,6,331923,Medical furniture except beds and tables
33192310-8,33192310,7,3319231,Traction or suspension devices for medical beds
33192320-1,33192320,7,3319232,Urine-bottle holders
33192330-4,33192330,7,3319233,Transfusion pods
33192340-7,33192340,7,3319234,Operating theatre furniture except tables
33192350-0,33192350,7,3319235,Medical cultivation cabinet
33192400-6,33192400,6,331924,Dental workstations
33192410-9,33192410,7,3319241,Dental chairs
33192500-7,33192500,6,331925,Test tubes
33192600-8,33192600,6,331926,Lifting equipment for health care sector
33193000-9,33193000,5,33193,"Invalid carriages, wheelchairs and associated devices"
33193100-0,33193100,6,331931,Invalid carriages and wheelchairs
33193110-3,33193110,7,3319311,Invalid carriages
33193120-6,33193120,7,3319312,Wheelchairs
33193121-3,33193121,8,33193121,Motorised wheelchairs
33193200-1,33193200,6,331932,Parts and accessories for invalid carriages and wheelchairs
33193210-4,33193210,7,3319321,Parts and accessories for invalid carriages
33193211-1,33193211,8,33193211,Motors for invalid carriages
33193212-8,33193212,8,33193212,Steering devices for invalid carriages
33193213-5,33193213,8,33193213,Control devices for invalid carriages
33193214-2,33193214,8,33193214,Chassis for invalid carriages
